PC 1,PC 2,PC 3
-0.3339547718003025,0.9936084842221671,-0.5227464534907557
2.2949211265250566,1.563400968707135,-0.6195877803831529
-0.16236848673954996,-1.1600953460546939,0.01588448162613988
-0.14834344151567225,-2.231451146210332,0.4151005777779371
-0.15019182627394112,-2.0445871676275758,0.3561322388030979
-0.1548665687551994,-2.041512028471638,0.4320787158774946
-0.28277919684525016,1.34711561513839,-0.020771830751521423
0.16758452670320864,-1.7484028648312904,0.32125900490139275
-0.31784107140730994,0.8782022195484599,-0.3672280287592464
-0.2714017309518723,0.607574497867162,-0.06227480477992546
-0.1635149505626536,-1.1600790523197735,0.015903774623050936
-0.25178662385289396,1.9096160679480036,-0.6065349394317107
-0.22699169506658656,-0.7881401421805333,0.03217123033511677
-0.326189472132593,0.9938154542547905,-0.5229199208071235
-0.08585682110965574,-1.7410283232776875,0.3250152657061235
-0.16293553497638286,-1.1601223582769622,0.015898753262408596
-0.20484043537366908,-1.1990450973679885,0.1117803683915145
0.23049503741717717,-1.2809980823797664,0.16508201404524095
-0.16332990324120467,-1.1600741202184999,0.015899640891856203
-0.3516515049640583,1.4000493922948318,-0.09070627694697132
-0.16364069156596353,-1.1600751424720444,0.015905604376283362
-0.17913712237014695,-1.6447593828526765,0.22830641895983972
-0.14285971642569323,-1.1605693597438937,0.015582713987925543
-0.1624355428229003,-1.1600867220571403,0.01588457566495751
-0.1627130920460193,-1.1600957896689348,0.015891000973224486
-0.3320132523325056,0.9935709926017621,-0.5227777911358503
-0.33060172613430056,1.0954553347838336,-0.20198021861670787
1.5856233034870137,-1.1808190223064705,-0.014086626363948937
-0.39711854046645156,1.365538631990534,-0.5064836828537412
-0.16000207725526752,-1.1601671892947703,0.01584981170476621
-0.16359248533799203,-1.1600729385962179,0.015904403581376833
-0.28114213928456144,0.8773976586339519,-0.3678074482075022
-0.2872665095056455,0.7229682999147841,-0.2177962149494684
-0.1635719495931418,-1.1600805715257183,0.015905047911789174
-0.16166625244614194,-1.1602000770212444,0.01588544095712171
-0.3504946710397629,1.0949251243591345,-0.2015358345193447
-0.3974901717107606,1.3655450866341856,-0.5064775871130239
-0.1469270053568777,-1.2754756604326989,0.1714120076266862
-0.3198227907206,1.4292552554572058,-0.21832141748028733
-0.39740181007582354,1.3655400058857736,-0.506478558309895
-0.14719737788941592,-1.2755073986406127,0.1714213554403858
-0.14778807051568843,-1.275463835506647,0.17142655350674882
-0.22725496794724934,-0.7881322860195402,0.032175105940916465
-0.24328795714895196,0.14260509865875065,0.0918675612193512
-0.14699431781329367,-1.2754759583019102,0.17141330954573458
3.8568293060998426,-2.4062592810311116,0.3241375155092796
0.4551025259596652,-2.367181491852293,0.38263244001813546
-0.004927082495171777,0.2837726418518519,-0.05882903305621928
-0.3293200358947405,1.5192435453083644,-0.057781608183790474
-0.16087431860666176,-1.1601167889758017,0.015859365356834805
-0.28190039355184876,0.7227515258835538,-0.21786757022694495
-0.3339368346230907,0.9936089623363784,-0.5227468541896044
-0.28965128700742226,1.7281344734609112,-0.5933543021756941
-0.1469604778784485,-1.1603658670877388,0.01563214149332215
-0.3336711853491988,0.9936011695138439,-0.5227507828811271
-0.12839865943037942,-2.585883768041956,0.4437172106867705
-0.14749113807689987,-1.2754713522789265,0.17142200119710557
-0.14043723421412976,-2.0938506503742125,0.38820795141195585
-0.14723099993244984,-1.2754887811068465,0.17141947518318004
-0.42851983686304196,1.8581885707312538,-0.6844437163903317
-0.3459019138566783,1.4724051541913865,-0.2397177770729608
-0.1610381187690713,-1.1601833352554938,0.01587140921780768
-0.1528176404636323,-2.0445135577401516,0.35617153296664134
0.36784474095686154,-2.1762800094806294,0.4324291740977998
-0.3103980557841945,0.8776732990525242,-0.3672962233439261
-0.09001392036725245,0.9430699709864897,-0.38745944976100594
-0.09594094178414285,-1.140142334828715,0.19470107940175507
-0.31781197609135703,0.8782029950314216,-0.36722867871307574
-0.07490839323651241,1.3543987171614627,-0.51102125101341
-0.16228542465361628,-1.1600931321851977,0.015882626120573996
0.2711823002915779,-1.280379377165372,0.16423591328666823
-0.3335470852646092,0.993588116631693,-0.5227513489777238
-0.22612301056753636,-0.7881645832814812,0.0321582428685485
-0.1625331663195699,-1.1601624640750288,0.015896619068266227
-0.06474045630174716,0.1861173010498227,-0.2151318999084957
-0.31408767895826645,0.8779281978717396,-0.3672614344032474
-0.33358520136975806,0.9935853655068398,-0.5227502635251456
-0.3320238570418512,0.9935855831753354,-0.522779559828457
-0.24195425686905336,1.4573919128223063,-0.28840916769916736
-0.28216484629722705,-1.4949357821757234,0.6783837758956073
-0.39694556765444927,1.3655224197555653,-0.5064847390307292
-0.33278929717628725,0.9935726183660447,-0.5227634636249865
0.29998099538061473,-2.363886800521387,0.38509587395031836
-0.317856634111428,0.8782025484139073,-0.36722778138688383
-0.3337743608543796,0.9935976758964371,-0.5227483777868884
-0.09993853866491693,-1.7408087170443123,0.3252496105261581
-0.3339310658842057,0.9936091160916677,-0.5227469830561868
-0.16088867669590023,-1.1601421690903955,0.015863056892219722
-0.28550632434434514,0.7230272469002738,-0.21783715785795252
-0.16338576269999447,-1.160082302001529,0.01590179123894312
-0.3502916240542805,1.400030606533315,-0.09072923434710885
-0.33354509989668285,0.9936194033161656,-0.5227556050650342
-0.3836229062169663,1.3647992025116755,-0.5066369458259045
